epoch,time_total_sec,time_interval_sec,train_curve_loss,train_trans_loss,train_cloud_loss,train_total_loss,val_curve_loss,val_trans_loss,val_cloud_loss,val_total_loss,val_frac_exceed_start,curve_avg_rmse_bps,curve_n_good,curve_n_bad
0,0.3545169999706559,0.3545169999706559,5384.4550459977645,-10.782686438467735,0.0007628954847182116,5373.67617403672,4418.161930622987,-8.324853274574005,0.0005057691750218209,4409.8396061942885,0.0,72.30239511792026,170,0
1,0.7894093999639153,0.43489239999325946,5377.537093427372,-10.78270775911835,0.0024398554306994855,5366.766584945408,4409.47026154774,-8.324791433993395,0.0008592988461093664,4401.149766607977,0.0,72.25369847315632,170,0
2,1.2274426000076346,0.43803320004371926,5370.845506824988,-10.782731174148,5.6291466718804134e-05,5360.063057108173,4400.595693082546,-8.324728147489683,0.0006623894410661901,4392.274276882262,0.0,72.2040685641266,170,0
3,1.660714800003916,0.4332721999962814,5364.037400382005,-10.78275374781134,1.8222577843344167e-05,5353.254737747084,4391.461887373222,-8.324662603723086,0.0019078512094638015,4383.146764025546,0.0,72.15299253726619,170,0
4,2.084150899958331,0.4234360999544151,5356.995928815472,-10.782778919281164,0.0,5346.213149896191,4381.962585145131,-8.324594350083036,1.1302729921954043e-07,4373.637991360184,0.0,72.09990595104192,170,0
5,2.5181337999529205,0.4339828999945894,5349.529300397457,-10.78280472517591,0.0026550236341409683,5338.759770790452,4372.006961525015,-8.324522548650595,0.0020317066515435547,4363.692597509622,0.0,72.04426750880927,170,0
6,2.9462770999525674,0.42814329999964684,5341.397175972151,-10.782829708907393,1.570860316757063e-05,5330.614424806258,4361.520189244933,-8.324446492722352,0.002377180287026517,4353.207628653647,0.0,71.98556949827918,170,0
7,3.375108799955342,0.4288317000027746,5333.408747377957,-10.782859594457763,2.0323102968798e-05,5322.625989399015,4350.366267422043,-8.324364875142395,0.0036081338529833267,4342.059943216166,0.0,71.92319324639688,170,0
8,3.804214100004174,0.42910530004883185,5324.784849734763,-10.782889900782004,3.158416668647883e-06,5314.001975626064,4338.440288490221,-8.324277287010512,4.836723143608037e-05,4330.116253039368,0.0,71.85660251638619,170,0
9,4.222248799982481,0.4180346999783069,5315.178717774397,-10.782921961785656,0.0,5304.395795812612,4325.653998230352,-8.324182589332823,0.001630846791177622,4317.337969874975,0.0,71.78528498447876,170,0
10,4.657896999968216,0.4356481999857351,5305.5714970647205,-10.782957639569402,2.6685653680286047e-05,5294.7886728534195,4311.93993848894,-8.324080303755734,1.1728297044931587e-05,4303.6159168266695,0.0,71.70878756631217,170,0
11,5.078605499991681,0.4207085000234656,5294.7624040984265,-10.782996859940132,0.0,5283.979407238486,4297.199669128641,-8.323969803223576,0.00112715012497054,4288.881335076042,0.0,71.62662910118227,170,0
12,5.5079716999898665,0.42936619999818504,5282.96018280843,-10.783037957360694,0.0035640568287989495,5272.194965135214,4281.36480869311,-8.32385006875988,0.010545385137874218,4273.093685550039,0.0,71.53839833867428,170,0
13,5.931913200009149,0.4239415000192821,5271.06505209606,-10.783083954679432,0.0001734688993764832,5260.282835485876,4264.3495877454925,-8.32372019429644,0.001898915505811439,4256.035362128725,0.0,71.44368271003911,170,0
14,6.3539124999661,0.4219992999569513,5257.585230481839,-10.783133279029872,0.0,5246.802097202811,4246.125783130505,-8.323579774703667,0.0004387018522761952,4237.804396865063,0.0,71.34220231200499,170,0
15,6.773266599979252,0.41935410001315176,5243.775795296059,-10.783185837580765,0.0,5232.992609458479,4226.614900662328,-8.323427960302334,0.0,4218.291472702026,0.0,71.23362668739436,170,0
16,7.195443700009491,0.42217710003023967,5228.645913456172,-10.783241165105553,0.0,5217.862672291068,4205.75683931056,-8.323264182761797,0.0,4197.433575127799,0.0,71.11770066300768,170,0
17,7.618429199967068,0.4229854999575764,5213.002660140803,-10.783303997089016,0.0001317773975263752,5202.2200150307,4183.5257103287395,-8.323088706858146,0.0,4175.202621621881,0.0,70.99426270806337,170,0
18,8.039587999985088,0.42115880001802,5196.195256429053,-10.783370262690145,0.0006965143250945181,5185.41536873799,4159.908214567075,-8.322900713889402,0.0006987147867358822,4151.58880742712,0.0,70.86320585246733,170,0
19,8.471047699975315,0.4314596999902278,5176.755609775207,-10.783439373233048,0.00014863289773584697,5165.972913566461,4134.888298537226,-8.322697067795684,0.0,4126.56560146943,0.0,70.72442850910922,170,0
20,8.893317799957003,0.42227009998168796,5158.500950586087,-10.78351518818259,6.348093524787945e-05,5147.717752802581,4108.43830674349,-8.322479215999559,0.002174561968351638,4100.126700337332,0.0,70.5779021018662,170,0
21,9.312037499970756,0.418719700013753,5138.774627103571,-10.783596958163844,0.0013005993618145056,5127.9975331422165,4080.5516310966113,-8.322246489528556,0.0,4072.2293846070825,0.0,70.42365117115216,170,0
22,9.7362310999888,0.42419360001804307,5118.4724554859995,-10.783683813919819,0.0,5107.688771672079,4051.1999115127905,-8.321993459121401,0.001039709703420613,4042.8831166021855,0.0,70.2616507510367,170,0
23,10.192427999980282,0.4561968999914825,5096.384834542604,-10.78377720630666,0.0,5085.601057336297,4020.4703977948843,-8.321726349814467,0.003348400700766239,4012.1654134485734,0.0,70.0922457643678,170,0
24,10.667823099996895,0.47539510001661256,5073.2639150952555,-10.783873345351026,0.0017557459676483874,5062.4888204797435,3988.3808821574985,-8.321441369364216,0.0003854054273382246,3980.0613678152713,0.0,69.91557818133344,170,0
25,11.078114899981301,0.4102917999844067,5049.777323052428,-10.783982567113243,0.00027819899164195026,5038.994731480273,3954.897733952643,-8.32113696421079,0.0020289036197125047,3946.5867415065304,0.0,69.73177012627104,170,0
26,11.478662299981806,0.40054740000050515,5024.179088778932,-10.7840898488786,0.0,5013.394998930054,3920.092718535978,-8.32081413359344,0.008428996949916119,3911.8140493871333,0.0,69.54122392454259,170,0
27,11.895559399970807,0.4168970999890007,4999.291063972154,-10.784209969030105,0.0003573242184247811,4988.508640624216,3883.9509414324007,-8.320470459466973,0.0,3875.6304709729334,0.0,69.34417705703062,170,0
28,12.30073179997271,0.40517240000190213,4973.416394070447,-10.784335275485182,0.0,4962.632058794961,3846.644808237429,-8.320101062018534,0.0002904533215450815,3838.3261594420183,0.0,69.14120459512067,170,0
29,12.706552899966482,0.4058210999937728,4947.029360786914,-10.784473971826014,0.0015338019453800386,4936.252555824814,3808.1418008510514,-8.31971194581444,0.0,3799.822088905237,0.0,68.93269985670688,170,0
30,13.107959899993148,0.40140700002666563,4919.199356943577,-10.784614529196626,0.0,4908.414742414379,3768.437797523874,-8.319299304169583,0.0026312887532189996,3760.1316546634707,0.0,68.71904337534738,170,0
31,13.509151600010227,0.4011917000170797,4893.677728413098,-10.784771396195302,3.6622448910530642e-06,4882.892975328127,3727.657400140286,-8.318857925816655,0.0007435293418780846,3719.3422598611787,0.0,68.50084751936276,170,0
32,13.92643870000029,0.4172870999900624,4866.062592036957,-10.784934911922377,0.0,4855.277657125034,3685.9427703180063,-8.318390210388783,0.0007343498091975422,3677.6280518566637,0.0,68.27891084951317,170,0
33,14.330968800000846,0.40453010000055656,4836.994316807839,-10.785104944694861,0.0007920573971420408,4826.213172150129,3643.368342036891,-8.317893202866234,0.0,3635.050448834025,0.0,68.05386724407101,170,0
34,14.738988999975845,0.40802019997499883,4808.959031551662,-10.78528717088745,0.0,4798.173744380775,3600.0467095692443,-8.317367642031929,0.00838508838739148,3591.7712673691494,0.0,67.82648036462771,170,0
35,15.141994100005832,0.40300510002998635,4779.805087876176,-10.785474381874211,0.00018650444038165092,4769.020546016504,3556.2418171569375,-8.316813424577237,0.00018828272211158985,3547.925945145971,0.0,67.59790625753962,170,0
36,15.55263940000441,0.4106452999985777,4751.464015639601,-10.785682796195276,7.574139704189734e-05,4740.67871155039,3511.870492422023,-8.316222062167734,0.00040670152041822065,3503.556303867458,0.0,67.36854964233501,170,0
37,15.974207999999635,0.42156859999522567,4724.194378658908,-10.785891689621366,0.0,4713.408486969288,3467.2594470116915,-8.315592694024355,0.002238056217935753,3458.955044598756,0.0,67.13966204958362,170,0
38,16.371810099983122,0.3976020999834873,4695.261485128981,-10.786128341693864,0.0034865482663020133,4684.492789528617,3421.886951227898,-8.314885289715425,0.002252760019773229,3413.583329738281,0.0,66.91061721298558,170,0
39,16.78582779999124,0.41401770000811666,4666.633387321023,-10.786381615980076,0.0,4655.847005705043,3376.427483321895,-8.314159721036734,0.0,3368.113323600858,0.0,66.68395465105077,170,0
40,17.185469599964563,0.39964179997332394,4639.655239484582,-10.7866341706499,0.0002654143943358782,4628.869932385905,3330.9228345021043,-8.313407738666804,0.0006151618985220169,3322.61250257293,0.0,66.46035318721373,170,0
41,17.596359199960716,0.41088959999615327,4615.828288777619,-10.786921724089545,2.4126466077820217e-05,4605.0414876858595,3285.1092466741798,-8.312557994359242,0.0,3276.796688679821,0.0,66.23953885168191,170,0
42,18.007895099988673,0.4115359000279568,4587.3866197389925,-10.78721538162597,0.0007818307025510482,4576.60331351088,3239.955502354576,-8.311693728237818,0.0,3231.643808626338,0.0,66.02477906121993,170,0
43,18.419998199969996,0.4121030999813229,4562.667713010908,-10.787526802654023,9.521137951642081e-06,4551.880233813944,3195.079006310251,-8.310826744961359,4.735946368006096e-05,3186.7684163626077,0.0,65.81624199342292,170,0
44,18.826046100002714,0.40604790003271773,4538.809149645057,-10.787848910427153,8.24963986619296e-05,4528.021713216623,3150.6988584353467,-8.309944879830258,0.0007787961617216079,3142.392807536325,0.0,65.61503516725095,170,0
45,19.241791300009936,0.4157452000072226,4517.775232438382,-10.788169312278832,0.0004988064517794678,4506.989557158361,3106.9766769887938,-8.30900259995139,1.3126013983114428e-05,3098.6677400189124,0.0,65.42175222674295,170,0
46,19.644818699976895,0.4030273999669589,4495.677056049481,-10.788509402459747,0.0007020937616167932,4484.892057115829,3064.43717045625,-8.308000114506012,0.0011540753965343317,3056.134940718726,0.0,65.23819050692138,170,0
47,20.053333499992732,0.40851480001583695,4476.68454448948,-10.788878717822522,0.00013414709682549352,4465.89633650714,3022.3239658949637,-8.30681185139976,0.0,3014.017154043564,0.0,65.06244050763166,170,0
48,20.455937799997628,0.4026043000048958,4454.941149508843,-10.789307378955327,0.0,4444.151842129887,2981.6549204504413,-8.30553225761217,6.183392031092346e-05,2973.349697362431,0.0,64.89729511138877,170,0
49,20.86443339998368,0.408495599986054,4440.539104714505,-10.789688425853578,7.495584264219278e-06,4429.749453766572,2942.767603733415,-8.304591621011314,0.0005536150049211684,2934.465780187428,0.0,64.74825192188965,170,0
50,21.274847999971826,0.4104145999881439,4423.893179791248,-10.790010356986219,4.646028714906498e-06,4413.103192664407,2909.8245030140415,-8.303484589140735,0.0,2901.521018424901,0.0,64.62707896219852,170,0
51,21.696564099984244,0.4217161000124179,4412.87429841727,-10.790419266758327,0.0,4402.083879150515,2876.416327987534,-8.30234365679803,0.0,2868.113984330735,0.0,64.5121857093922,170,0
52,22.215889999992214,0.5193259000079706,4401.253514611537,-10.790830088761027,0.0027903402279921565,4390.476636223917,2841.679756194505,-8.301102607677468,0.0,2833.3786535868276,0.0,64.40062544034025,170,0
53,22.741948399983812,0.526058399991598,4392.949802818236,-10.791248553117121,0.0008773591695641527,4382.162941060967,2812.9924234850837,-8.29979669824396,0.0014830444147444098,2804.700042008914,0.0,64.31433573187962,170,0
54,23.267111999972258,0.5251635999884456,4386.11520959768,-10.79170940888397,0.0002872903106644705,4375.324936640352,2797.028375449125,-8.298497954787276,0.0,2788.729877494338,0.0,64.26581194042753,170,0
55,23.75760019995505,0.49048819998279214,4381.695949746759,-10.792203520721513,0.00021097591903539815,4370.904801105633,2779.379514392572,-8.29717267478691,0.010145973632635804,2771.1330715859485,0.0,64.21465851757084,170,0
56,24.228186999971513,0.4705868000164628,4377.394957708721,-10.792685445646338,0.0,4366.602272263075,2763.6889760142653,-8.295829504161654,0.0010983749322052154,2755.398638384765,0.0,64.1701233510335,170,0
57,24.701560499961488,0.47337349998997524,4375.145546322483,-10.793101325787624,1.599777399524623e-05,4364.352524985566,2744.098763890503,-8.294922360405199,0.0056578735668979235,2735.8321308979325,0.0,64.12333047034654,170,0
58,25.12273559998721,0.4211751000257209,4371.899289210664,-10.7933942968671,0.0,4361.105894913796,2736.2534498243435,-8.294260951305594,0.0,2727.959188873038,0.0,64.10327883056365,170,0
59,25.599127699970268,0.47639209998305887,4370.131345376685,-10.793616492762721,7.219362828781627e-05,4359.3380898520645,2732.67160065151,-8.293640540228125,0.0017500987743877135,2724.386710605154,0.0,64.09161600760801,170,0
60,26.084488299966324,0.4853605999960564,4368.946421537037,-10.793828528093835,0.0003328795948958451,4358.154257406918,2727.0241756320474,-8.293070339146169,0.00013638576921048696,2718.7317872217473,0.0,64.07688301433167,170,0
61,26.564635299961083,0.4801469999947585,4367.776329298702,-10.79403392681442,0.0,4356.982295371888,2721.25018206306,-8.292462469219098,0.0039426508491029995,2712.977432848086,0.0,64.0618877937594,170,0
62,26.986730000004172,0.4220947000430897,4366.817973420216,-10.79428244071659,0.0,4356.0236909794985,2708.8629300024254,-8.29162663248225,0.004086470421486359,2700.5917357220505,0.0,64.03536484796619,170,0
63,27.389138199971057,0.40240819996688515,4365.218146903759,-10.794568954108476,0.00217343249581843,4354.43444511213,2704.264467251852,-8.29092169166111,0.0,2695.9735455601913,0.0,64.02205818197874,170,0
64,27.793413599953055,0.4042753999819979,4363.910087873305,-10.794829001960801,0.0,4353.115258871344,2703.168660377886,-8.290101524115041,0.0003985948951610326,2694.880551828247,0.0,64.01243911103974,170,0
65,28.19383869995363,0.4004251000005752,4362.82249542361,-10.79511701836532,0.0003597743919281106,4352.029177277204,2705.6976931253794,-8.289283965975878,0.0007966465299499435,2697.4123923920533,0.0,64.00808072638394,170,0
66,28.611309900006745,0.41747120005311444,4362.101012147141,-10.795402263716113,7.105089204843637e-06,4351.305645408871,2709.2495486828175,-8.288555883063594,0.00043813371102797635,2700.963183468309,0.0,64.00662132442497,170,0
67,29.051487799966708,0.4401778999599628,4360.72941545094,-10.795630845208242,3.2719918689827745e-06,4349.933800965692,2708.0002146225893,-8.287923384845923,0.0,2699.7122912377436,0.0,63.99875538436921,170,0
68,29.474866100004874,0.42337830003816634,4359.640539703998,-10.795888432834118,0.0,4348.8446512711635,2705.770492969404,-8.28716665789857,0.006017125901216695,2697.5134119410122,0.0,63.98810065698142,170,0
69,29.913682299957145,0.43881619995227084,4358.111122475935,-10.796170206366568,0.0,4347.314952269569,2698.6629092341527,-8.286093944401712,0.007603183333951177,2690.414831206421,0.0,63.966653826539705,170,0
70,30.315627300005872,0.4019450000487268,4356.136975018665,-10.796583706023615,6.656835816240652e-06,4345.3404245968195,2681.9964169270875,-8.284748347588557,0.00046221527465233167,2673.713979655872,0.0,63.929652914172145,170,0
71,30.69970369996736,0.38407639996148646,4354.013292620945,-10.797051729523037,0.00021526403550608465,4343.217317211601,2671.6420840981446,-8.283401304043638,3.9685730430606154e-05,2663.358881222753,0.0,63.903112933631895,170,0
72,31.08719230000861,0.38748860004125163,4351.976802974837,-10.797549251023922,0.0,4341.179253723813,2662.258068786876,-8.28201568088308,0.0,2653.976053105993,0.0,63.878161620675364,170,0
73,31.468472599983215,0.38128029997460544,4349.757999998944,-10.797987614493046,0.0003378540087067898,4338.961701654494,2658.057414614943,-8.281022315649311,0.0031406286159501905,2649.7920954423735,0.0,63.863141460959056,170,0
74,31.84787040000083,0.3793978000176139,4348.403645516617,-10.798332524660621,0.0,4337.6053129919555,2654.7888872840244,-8.280105108681685,3.6067930522206683e-07,2646.5087839787393,0.0,63.84960228597335,170,0
75,32.24762149999151,0.3997510999906808,4347.13338309381,-10.798629489105242,0.0,4336.334753604705,2654.145966003077,-8.279456820793675,0.0004899922961451922,2645.868959143764,0.0,63.84165288403606,170,0
76,32.62199309997959,0.37437159998808056,4346.073733343222,-10.798837801556312,0.0,4335.274895541665,2650.1330718864347,-8.278803738996402,0.0003378685437851306,2641.8559574901583,0.0,63.83048525502217,170,0
77,33.00512439996237,0.38313129998277873,4345.307268062802,-10.799053433940506,0.0008006601971564555,4334.512217929847,2647.3930871684756,-8.278135050047853,3.4084512936618684e-05,2639.1151225409926,0.0,63.82046602154143,170,0
78,33.40819539997028,0.4030710000079125,4344.079789329196,-10.79931599447485,0.0,4333.280473334721,2645.641791563781,-8.277312340866244,0.0008286409829352354,2637.36862242783,0.0,63.809417654605504,170,0
79,33.789849399996456,0.3816540000261739,4342.93714796964,-10.799578500461852,0.0,4332.137569469179,2650.2834856546333,-8.276666840439717,0.003567079416354227,2642.024654211276,0.0,63.806921519992756,170,0
80,34.1656872999738,0.3758378999773413,4341.669753741536,-10.799800157251086,0.0010716323734350109,4330.875311746151,2650.1762496143565,-8.276136035107172,0.0002172203935723348,2641.901199681217,0.0,63.80112814723995,170,0
81,34.54166940000141,0.37598210002761334,4340.854888190829,-10.799975360066876,0.0,4330.054912830763,2649.5528837517877,-8.27559968949721,0.0027063097260033525,2641.2908156109206,0.0,63.79476165805943,170,0
82,34.91826179996133,0.3765923999599181,4340.113482529341,-10.800172618005032,0.00010389479192010204,4329.313829385296,2644.6287775673472,-8.275019664199919,0.007313987260377837,2636.390327839449,0.0,63.78334152484206,170,0
83,35.30695589998504,0.38869410002371296,4339.053573157118,-10.800380274717387,0.0002791524100374859,4328.25458864445,2644.949210146818,-8.274415140761514,0.0,2636.6747950060567,0.0,63.777275651628635,170,0
84,35.68061320000561,0.3736573000205681,4338.2693815396715,-10.80056504556364,0.0,4327.468816494107,2644.9221927118147,-8.273961446716594,0.00306360999639805,2636.66354931508,0.0,63.77258521501628,170,0
85,36.12351859995397,0.44290539994835854,4337.422425634262,-10.800698481199362,0.0,4326.621727153063,2642.948298531256,-8.273566746811618,0.0,2634.6747317844447,0.0,63.76626744841928,170,0
86,36.63291659997776,0.5093980000237934,4338.18667485378,-10.800835812789568,0.0,4327.38583904099,2637.6602938216984,-8.273252389363826,0.0006024677433304084,2629.3900537710515,0.0,63.75721083938423,170,0
87,37.03054899995914,0.3976323999813758,4336.723107874657,-10.800933626898276,0.0,4325.92217424776,2640.867754214779,-8.272995614451576,4.0543134160567267e-05,2632.594961315998,0.0,63.75791096173611,170,0
88,37.50421579997055,0.47366680001141503,4335.937964740122,-10.801055294753244,0.0,4325.136909445369,2637.308573486062,-8.27249158882096,3.427005214903929e-05,2629.0362532475006,0.0,63.74866218798499,170,0
89,37.98039379995316,0.47617799998261034,4335.359356927364,-10.80121383006594,1.9247940190631855e-05,4324.558239337,2636.5115007671784,-8.272117767417374,0.0,2628.239382999761,0.0,63.743817929741454,170,0
90,38.46337279997533,0.4829790000221692,4334.500899115648,-10.801369343638566,0.00010255748854226526,4323.700042559452,2638.073874078017,-8.271501633916206,0.0,2629.802372444101,0.0,63.73911750196457,170,0
91,38.857612399966456,0.3942395999911241,4333.751857196798,-10.801569613907624,0.000376986060931358,4322.952172513194,2639.3110950933656,-8.270846545110569,0.0002306699156853226,2631.0414018978336,0.0,63.73377636933942,170,0
92,39.34927599999355,0.4916636000270955,4332.532262071384,-10.801807241312819,0.0,4321.730454830072,2637.838284058381,-8.270252447478141,0.0006886272563006284,2629.5714747471843,0.0,63.72565674435815,170,0
93,39.769582899985835,0.42030689999228343,4331.987362999909,-10.802014983894448,3.9612721852486184e-05,4321.185546079624,2630.9141271057983,-8.269612949152984,6.86009280146502e-06,2622.6445484571095,0.0,63.710472199101964,170,0
94,40.27348729997175,0.5039043999859132,4330.510214710795,-10.80224408862789,0.0,4319.707970622167,2626.452224001311,-8.26891101402785,0.0,2618.183312987284,0.0,63.69810734882453,170,0
95,40.76157069997862,0.48808340000687167,4329.531320618137,-10.802474386208518,0.0,4318.728846231929,2623.728980977664,-8.268280332651106,0.0,2615.460700645013,0.0,63.68839451955948,170,0
96,41.28639969998039,0.5248290000017732,4329.0776431326785,-10.80268293294333,0.0,4318.274960199735,2619.2461843296255,-8.267845854704184,0.001726901177182749,2610.986972980807,0.0,63.679188536865105,170,0
97,41.78306819999125,0.4966685000108555,4328.331914362259,-10.802807703438903,0.0,4317.52910665882,2620.4949365718576,-8.267473301754851,0.0,2612.2274632701033,0.0,63.67650337581093,170,0
98,42.23627589998068,0.45320769998943433,4327.636528295197,-10.802949740757162,0.0,4316.833578554439,2616.316245759122,-8.26696134544048,3.564248589057782e-08,2608.0492845918934,0.0,63.666984170880944,170,0
