date,expiry,tenor,split,sigma_mkt,sigma_drift
2016-07-29,1,5,train,0.0,58.5
2016-07-29,1,10,train,152.2,55.6
2016-07-29,5,1,train,0.0,26.9
2016-07-29,5,5,train,119.2,47.6
2016-07-29,5,10,train,82.7,25.7
2016-07-29,10,1,train,75.7,18.1
2016-07-29,10,5,train,68.1,8.5
2016-07-29,10,10,train,74.7,1.1
2016-08-31,1,1,train,0.0,0.0
2016-08-31,1,5,train,0.0,56.1
2016-08-31,1,10,train,141.8,51.6
2016-08-31,5,1,train,0.0,26.0
2016-08-31,5,5,train,115.4,46.7
2016-08-31,5,10,train,81.1,24.3
2016-08-31,10,1,train,76.4,18.3
2016-08-31,10,5,train,66.4,7.8
2016-08-31,10,10,train,69.9,1.0
2016-09-30,1,1,train,0.0,0.0
2016-09-30,1,5,train,0.0,56.7
2016-09-30,1,10,train,145.3,52.5
2016-09-30,5,1,train,0.0,27.9
2016-09-30,5,5,train,110.0,46.8
2016-09-30,5,10,train,77.2,23.0
2016-09-30,10,1,train,71.5,19.0
2016-09-30,10,5,train,63.0,8.1
2016-09-30,10,10,train,66.4,0.9
2016-10-31,1,1,train,0.0,0.0
2016-10-31,1,5,train,0.0,27.9
2016-10-31,1,10,train,87.2,17.0
2016-10-31,5,1,train,0.0,21.3
2016-10-31,5,5,train,68.0,38.8
2016-10-31,5,10,train,56.5,14.2
2016-10-31,10,1,train,53.5,17.7
2016-10-31,10,5,train,48.9,4.7
2016-10-31,10,10,train,50.6,0.3
2016-11-30,1,1,train,0.0,0.0
2016-11-30,1,5,train,181.4,11.7
2016-11-30,1,10,train,72.9,2.8
2016-11-30,5,1,train,123.7,20.0
2016-11-30,5,5,train,54.7,33.3
2016-11-30,5,10,train,48.3,6.9
2016-11-30,10,1,train,44.0,18.4
2016-11-30,10,5,train,41.4,3.1
2016-11-30,10,10,train,42.7,0.1
2016-12-30,1,1,train,0.0,0.0
2016-12-30,1,5,train,198.2,12.9
2016-12-30,1,10,train,77.7,3.2
2016-12-30,5,1,train,155.3,20.7
2016-12-30,5,5,train,58.3,34.0
2016-12-30,5,10,train,50.2,6.9
2016-12-30,10,1,train,44.7,18.8
2016-12-30,10,5,train,42.1,3.4
2016-12-30,10,10,train,44.0,0.1
2017-01-31,1,1,train,0.0,0.0
2017-01-31,1,5,train,119.7,3.9
2017-01-31,1,10,train,61.5,0.2
2017-01-31,5,1,train,84.9,19.9
2017-01-31,5,5,train,47.3,27.7
2017-01-31,5,10,train,41.7,2.5
2017-01-31,10,1,train,36.9,20.3
2017-01-31,10,5,train,35.9,2.1
2017-01-31,10,10,train,36.7,0.0
2017-02-28,1,5,train,207.8,12.3
2017-02-28,1,10,train,73.2,2.0
2017-02-28,5,1,train,151.0,22.6
2017-02-28,5,5,train,55.4,33.5
2017-02-28,5,10,train,46.6,6.5
2017-02-28,10,1,train,40.6,20.6
2017-02-28,10,5,train,38.3,3.3
2017-02-28,10,10,train,39.2,0.1
2017-03-31,1,5,train,129.2,5.3
2017-03-31,1,10,train,63.8,0.5
2017-03-31,5,1,train,110.0,19.0
2017-03-31,5,5,train,53.0,28.5
2017-03-31,5,10,train,44.1,3.9
2017-03-31,10,1,train,41.0,19.2
2017-03-31,10,5,train,37.9,2.4
2017-03-31,10,10,train,37.6,0.1
2017-04-28,1,5,train,118.8,4.9
2017-04-28,1,10,train,59.6,0.3
2017-04-28,5,1,train,97.0,20.5
2017-04-28,5,5,train,50.3,28.1
2017-04-28,5,10,train,42.0,3.3
2017-04-28,10,1,train,39.1,20.1
2017-04-28,10,5,train,36.2,1.9
2017-04-28,10,10,train,36.1,0.0
2017-05-31,1,5,train,119.7,5.8
2017-05-31,1,10,train,55.5,0.2
2017-05-31,5,1,train,95.6,22.9
2017-05-31,5,5,train,48.2,29.8
2017-05-31,5,10,train,40.0,3.1
2017-05-31,10,1,train,37.6,22.2
2017-05-31,10,5,train,34.8,2.3
2017-05-31,10,10,train,34.4,0.0
2017-06-30,1,5,train,90.5,1.5
2017-06-30,1,10,train,50.6,0.0
2017-06-30,5,1,train,72.0,18.4
2017-06-30,5,5,train,43.2,23.0
2017-06-30,5,10,train,37.4,1.5
2017-06-30,10,1,train,35.2,20.3
2017-06-30,10,5,train,33.2,1.5
2017-06-30,10,10,train,33.1,0.0
2017-07-31,1,5,train,81.9,1.4
2017-07-31,1,10,train,46.6,0.0
2017-07-31,5,1,train,64.6,21.1
2017-07-31,5,5,train,40.2,22.4
2017-07-31,5,10,train,35.0,0.9
2017-07-31,10,1,train,33.4,22.3
2017-07-31,10,5,train,31.1,1.2
2017-07-31,10,10,train,30.9,0.0
2017-08-31,1,5,train,115.6,7.2
2017-08-31,1,10,train,53.5,0.2
2017-08-31,5,1,train,85.9,25.3
2017-08-31,5,5,train,46.2,29.4
2017-08-31,5,10,train,38.6,2.8
2017-08-31,10,1,train,36.6,24.0
2017-08-31,10,5,train,33.6,2.5
2017-08-31,10,10,train,33.2,0.0
2017-09-29,1,5,train,87.5,2.3
2017-09-29,1,10,train,46.8,0.0
2017-09-29,5,1,train,69.5,22.4
2017-09-29,5,5,train,41.9,24.3
2017-09-29,5,10,train,35.6,1.2
2017-09-29,10,1,train,34.2,23.4
2017-09-29,10,5,train,31.6,1.6
2017-09-29,10,10,train,31.5,0.0
2017-10-31,1,5,train,92.3,4.2
2017-10-31,1,10,train,45.6,0.1
2017-10-31,5,1,train,73.4,25.7
2017-10-31,5,5,train,42.8,28.1
2017-10-31,5,10,train,35.9,1.9
2017-10-31,10,1,train,35.1,25.0
2017-10-31,10,5,train,31.9,2.2
2017-10-31,10,10,train,31.5,0.0
2017-11-30,1,5,train,85.6,4.2
2017-11-30,1,10,train,44.5,0.1
2017-11-30,5,1,train,73.5,24.2
2017-11-30,5,5,train,44.5,27.7
2017-11-30,5,10,train,37.3,2.1
2017-11-30,10,1,train,37.2,23.1
2017-11-30,10,5,train,33.7,1.9
2017-11-30,10,10,train,33.2,0.0
2017-12-29,1,5,train,72.6,1.9
2017-12-29,1,10,train,42.2,0.0
2017-12-29,5,1,train,66.5,21.1
2017-12-29,5,5,train,43.2,23.0
2017-12-29,5,10,train,36.2,1.4
2017-12-29,10,1,train,37.3,22.3
2017-12-29,10,5,train,33.3,1.3
2017-12-29,10,10,train,32.9,0.0
2018-01-31,1,5,train,53.8,0.2
2018-01-31,1,10,train,36.7,0.0
2018-01-31,5,1,train,49.4,20.1
2018-01-31,5,5,train,37.8,13.5
2018-01-31,5,10,train,33.3,0.3
2018-01-31,10,1,train,34.1,23.2
2018-01-31,10,5,train,31.6,0.6
2018-01-31,10,10,train,31.6,0.0
2018-02-28,1,5,train,57.2,0.2
2018-02-28,1,10,train,37.3,0.0
2018-02-28,5,1,train,50.7,17.6
2018-02-28,5,5,train,37.6,14.1
2018-02-28,5,10,train,33.3,0.2
2018-02-28,10,1,train,33.5,21.9
2018-02-28,10,5,train,30.9,0.5
2018-02-28,10,10,train,30.7,0.0
2018-03-30,1,5,train,63.5,1.0
2018-03-30,1,10,train,39.2,0.0
2018-03-30,5,1,train,57.2,21.4
2018-03-30,5,5,train,40.4,19.2
2018-03-30,5,10,train,34.9,1.0
2018-03-30,10,1,train,35.3,23.0
2018-03-30,10,5,train,32.1,1.0
2018-03-30,10,10,train,32.1,0.0
2018-04-30,1,5,train,57.3,0.6
2018-04-30,1,10,train,36.1,0.0
2018-04-30,5,1,train,53.0,20.2
2018-04-30,5,5,train,38.1,18.2
2018-04-30,5,10,train,33.1,0.6
2018-04-30,10,1,train,33.7,22.0
2018-04-30,10,5,train,30.7,0.9
2018-04-30,10,10,train,30.8,0.0
2018-05-31,1,5,train,77.4,2.0
2018-05-31,1,10,train,42.1,0.0
2018-05-31,5,1,train,61.8,18.9
2018-05-31,5,5,train,41.2,22.9
2018-05-31,5,10,train,34.5,1.5
2018-05-31,10,1,train,35.3,20.3
2018-05-31,10,5,train,32.0,1.4
2018-05-31,10,10,train,31.7,0.0
2018-06-29,1,5,train,81.7,3.2
2018-06-29,1,10,train,41.9,0.1
2018-06-29,5,1,train,65.4,22.5
2018-06-29,5,5,train,42.8,24.8
2018-06-29,5,10,train,35.6,1.9
2018-06-29,10,1,train,36.4,22.8
2018-06-29,10,5,train,32.8,1.8
2018-06-29,10,10,train,32.4,0.0
2018-07-31,1,5,train,65.3,1.3
2018-07-31,1,10,train,36.6,0.0
2018-07-31,5,1,train,60.1,20.3
2018-07-31,5,5,train,40.3,21.1
2018-07-31,5,10,train,33.5,0.9
2018-07-31,10,1,train,35.8,21.8
2018-07-31,10,5,train,32.0,0.9
2018-07-31,10,10,train,31.1,0.0
2018-08-31,1,5,train,78.6,2.7
2018-08-31,1,10,train,40.3,0.1
2018-08-31,5,1,train,67.3,20.7
2018-08-31,5,5,train,42.7,24.3
2018-08-31,5,10,train,35.1,2.0
2018-08-31,10,1,train,36.6,21.7
2018-08-31,10,5,train,32.6,1.8
2018-08-31,10,10,train,31.9,0.0
2018-09-28,1,5,train,61.1,0.4
2018-09-28,1,10,train,35.3,0.0
2018-09-28,5,1,train,55.3,17.4
2018-09-28,5,5,train,38.9,17.4
2018-09-28,5,10,train,32.7,0.6
2018-09-28,10,1,train,35.0,20.7
2018-09-28,10,5,train,31.4,0.8
2018-09-28,10,10,train,30.7,0.0
2018-10-31,1,5,train,68.1,0.7
2018-10-31,1,10,train,38.6,0.0
2018-10-31,5,1,train,60.0,18.4
2018-10-31,5,5,train,40.7,19.7
2018-10-31,5,10,train,33.8,0.8
2018-10-31,10,1,train,35.4,20.6
2018-10-31,10,5,train,31.8,1.0
2018-10-31,10,10,train,31.2,0.0
2018-11-30,1,5,train,77.9,2.5
2018-11-30,1,10,train,39.8,0.0
2018-11-30,5,1,train,64.7,21.0
2018-11-30,5,5,train,42.7,24.1
2018-11-30,5,10,train,35.1,2.1
2018-11-30,10,1,train,36.9,21.1
2018-11-30,10,5,train,33.2,1.6
2018-11-30,10,10,train,32.7,0.0
2018-12-31,1,5,train,92.4,5.6
2018-12-31,1,10,train,42.4,0.3
2018-12-31,5,1,train,69.3,23.0
2018-12-31,5,5,train,44.3,28.2
2018-12-31,5,10,train,36.4,3.3
2018-12-31,10,1,train,37.6,21.3
2018-12-31,10,5,train,34.2,2.1
2018-12-31,10,10,train,33.9,0.0
2019-01-31,1,5,train,114.5,12.8
2019-01-31,1,10,train,46.5,3.0
2019-01-31,5,1,train,88.5,21.5
2019-01-31,5,5,train,49.2,33.8
2019-01-31,5,10,train,38.6,6.5
2019-01-31,10,1,train,40.8,19.8
2019-01-31,10,5,train,36.0,3.0
2019-01-31,10,10,train,35.4,0.1
2019-02-28,1,5,train,93.8,8.4
2019-02-28,1,10,train,43.7,1.4
2019-02-28,5,1,train,78.7,19.1
2019-02-28,5,5,train,44.6,30.5
2019-02-28,5,10,train,35.6,5.1
2019-02-28,10,1,train,37.8,18.4
2019-02-28,10,5,train,33.3,2.8
2019-02-28,10,10,train,32.7,0.1
2019-03-29,1,5,train,239.2,29.4
2019-03-29,1,10,train,61.9,16.3
2019-03-29,5,1,train,140.5,26.5
2019-03-29,5,5,train,54.2,39.8
2019-03-29,5,10,train,40.3,13.1
2019-03-29,10,1,train,42.0,21.1
2019-03-29,10,5,train,36.5,5.3
2019-03-29,10,10,train,36.0,0.3
2019-04-30,1,5,train,177.0,25.7
2019-04-30,1,10,train,56.7,12.9
2019-04-30,5,1,train,116.6,25.5
2019-04-30,5,5,train,51.4,39.0
2019-04-30,5,10,train,38.5,11.9
2019-04-30,10,1,train,42.1,20.5
2019-04-30,10,5,train,35.9,5.1
2019-04-30,10,10,train,34.4,0.3
2019-05-31,1,5,train,659.5,51.2
2019-05-31,1,10,train,82.1,37.6
2019-05-31,5,1,train,305.6,37.9
2019-05-31,5,5,train,68.6,45.9
2019-05-31,5,10,train,47.3,19.2
2019-05-31,10,1,train,52.3,25.5
2019-05-31,10,5,train,42.2,7.9
2019-05-31,10,10,train,40.2,0.6
2019-06-28,1,10,train,134.7,66.8
2019-06-28,5,5,train,104.0,52.3
2019-06-28,5,10,train,61.5,25.8
2019-06-28,10,1,train,68.2,34.2
2019-06-28,10,5,train,52.3,11.5
2019-06-28,10,10,train,49.6,1.3
2019-07-31,1,10,test,584.8,93.9
2019-07-31,5,5,test,235.7,60.7
2019-07-31,5,10,test,90.0,35.3
2019-07-31,10,1,test,115.2,40.7
2019-07-31,10,5,test,69.0,14.5
2019-07-31,10,10,test,64.5,2.6
2019-08-30,5,10,test,293.7,52.4
2019-08-30,10,1,test,153.8,42.5
2019-08-30,10,5,test,226.5,20.3
2019-08-30,10,10,test,0.9,8.7
2019-09-30,5,10,test,195.6,48.1
2019-09-30,10,1,test,229.6,38.3
2019-09-30,10,5,test,176.3,18.5
2019-09-30,10,10,test,190.3,6.0
2019-10-31,1,10,test,502.4,100.5
2019-10-31,5,10,test,126.8,37.5
2019-10-31,10,1,test,171.9,31.7
2019-10-31,10,5,test,101.0,14.4
2019-10-31,10,10,test,96.7,2.9
2019-11-29,1,10,test,552.9,97.1
2019-11-29,5,5,test,211.7,58.1
2019-11-29,5,10,test,116.2,36.7
2019-11-29,10,1,test,173.7,29.5
2019-11-29,10,5,test,95.7,13.8
2019-11-29,10,10,test,93.6,2.7
2019-12-31,1,10,test,149.3,70.2
2019-12-31,5,5,test,115.0,52.1
2019-12-31,5,10,test,76.2,28.4
2019-12-31,10,1,test,81.8,26.5
2019-12-31,10,5,test,63.9,10.5
2019-12-31,10,10,test,63.6,1.5
2020-01-31,1,10,test,767.0,114.4
2020-01-31,5,5,test,364.8,62.1
2020-01-31,5,10,test,246.7,43.4
2020-01-31,10,1,test,181.3,31.5
2020-01-31,10,5,test,175.5,15.8
2020-01-31,10,10,test,193.2,4.2
2020-02-28,5,10,test,208.9,51.0
2020-02-28,10,5,test,188.7,18.3
2020-02-28,10,10,test,208.8,7.0
2020-03-31,1,10,test,547.6,120.2
2021-02-26,1,10,test,564.6,103.6
2021-02-26,5,10,test,136.0,38.2
2021-02-26,10,1,test,181.1,39.8
2021-02-26,10,5,test,110.7,15.3
2021-02-26,10,10,test,132.5,3.0
2021-03-31,1,10,test,573.5,92.6
2021-03-31,5,5,test,300.6,61.1
2021-03-31,5,10,test,103.0,33.2
2021-03-31,10,1,test,105.5,44.1
2021-03-31,10,5,test,78.8,14.1
2021-03-31,10,10,test,83.0,2.3
2021-04-30,1,10,test,234.2,82.2
2021-04-30,5,5,test,169.5,57.9
2021-04-30,5,10,test,91.8,29.1
2021-04-30,10,1,test,89.8,42.5
2021-04-30,10,5,test,73.2,13.5
2021-04-30,10,10,test,76.4,1.6
2021-05-31,1,10,test,237.2,86.7
2021-05-31,5,5,test,282.8,58.4
2021-05-31,5,10,test,98.5,31.1
2021-05-31,10,1,test,103.8,41.6
2021-05-31,10,5,test,78.3,14.3
2021-05-31,10,10,test,80.8,2.0
2021-06-30,1,10,test,250.5,91.3
2021-06-30,5,5,test,288.4,58.8
2021-06-30,5,10,test,100.3,33.1
2021-06-30,10,1,test,107.6,40.3
2021-06-30,10,5,test,81.8,13.7
2021-06-30,10,10,test,86.7,2.1
2021-07-30,1,10,test,704.0,116.7
2021-07-30,5,5,test,208.3,66.1
2021-07-30,5,10,test,276.2,42.2
2021-07-30,10,1,test,194.9,40.8
2021-07-30,10,5,test,205.8,17.2
2021-07-30,10,10,test,193.9,4.3
2021-08-31,5,10,test,243.2,40.8
2021-08-31,10,5,test,173.4,16.7
2021-09-30,1,10,test,188.4,84.6
2021-09-30,5,5,test,170.9,56.5
2021-09-30,5,10,test,94.0,30.7
2021-09-30,10,1,test,106.8,37.4
2021-09-30,10,5,test,83.0,12.9
2021-09-30,10,10,test,86.2,1.7
2021-10-29,1,10,test,194.7,78.4
2021-10-29,5,5,test,218.6,42.8
2021-10-29,5,10,test,318.9,28.4
2021-10-29,10,1,test,178.5,25.7
2021-10-29,10,5,test,208.0,6.5
2021-10-29,10,10,test,180.9,1.6
2021-11-30,1,10,test,608.4,100.1
2021-11-30,5,10,test,269.9,35.4
2021-11-30,10,1,test,177.0,27.2
2021-11-30,10,5,test,194.9,11.8
2021-12-31,1,10,test,161.8,68.5
2021-12-31,5,5,test,188.6,46.4
2021-12-31,5,10,test,102.1,25.1
2021-12-31,10,1,test,110.6,31.6
2021-12-31,10,5,test,99.1,7.8
2021-12-31,10,10,test,114.3,1.1
2022-01-31,1,5,test,186.9,26.1
2022-01-31,1,10,test,115.3,38.7
2022-01-31,5,5,test,133.5,29.3
2022-01-31,5,10,test,94.7,17.3
2022-01-31,10,1,test,111.6,28.2
2022-01-31,10,5,test,101.2,2.3
2022-01-31,10,10,test,141.7,0.4
2022-02-28,1,1,test,243.8,0.0
2022-02-28,1,5,test,107.7,0.3
2022-02-28,1,10,test,75.2,1.3
2022-02-28,5,1,test,122.4,34.4
2022-02-28,5,5,test,72.6,9.7
2022-02-28,5,10,test,61.9,4.2
2022-02-28,10,1,test,62.7,30.2
2022-02-28,10,5,test,62.4,0.3
2022-02-28,10,10,test,71.0,0.1
2022-03-31,1,1,test,105.9,0.0
2022-03-31,1,5,test,82.4,0.0
2022-03-31,1,10,test,62.5,0.0
2022-03-31,5,1,test,105.0,3.7
2022-03-31,5,5,test,69.4,0.0
2022-03-31,5,10,test,55.7,0.0
2022-03-31,10,1,test,55.9,13.4
2022-03-31,10,5,test,55.1,0.0
2022-03-31,10,10,test,61.2,0.0
2022-04-29,1,1,test,72.2,0.1
2022-04-29,1,5,test,62.7,0.0
2022-04-29,1,10,test,52.7,0.0
2022-04-29,5,1,test,59.0,0.0
2022-04-29,5,5,test,46.6,0.0
2022-04-29,5,10,test,41.4,0.0
2022-04-29,10,1,test,36.1,0.0
2022-04-29,10,5,test,37.1,0.0
2022-04-29,10,10,test,41.6,0.0
2022-05-31,1,1,test,64.5,4.7
2022-05-31,1,5,test,54.9,0.0
2022-05-31,1,10,test,45.0,0.0
2022-05-31,5,1,test,49.6,0.0
2022-05-31,5,5,test,40.1,0.0
2022-05-31,5,10,test,36.0,0.0
2022-05-31,10,1,test,31.8,0.0
2022-05-31,10,5,test,32.0,0.0
2022-05-31,10,10,test,34.1,0.0
2022-06-30,1,1,test,68.2,69.8
2022-06-30,1,5,test,57.2,0.0
2022-06-30,1,10,test,46.0,0.0
2022-06-30,5,1,test,44.0,0.0
2022-06-30,5,5,test,36.6,0.0
2022-06-30,5,10,test,32.5,0.0
2022-06-30,10,1,test,29.6,0.0
2022-06-30,10,5,test,29.0,0.0
2022-06-30,10,10,test,30.9,0.0
2022-07-29,1,1,test,107.6,3.7
2022-07-29,1,5,test,83.7,0.0
2022-07-29,1,10,test,61.4,0.0
2022-07-29,5,1,test,57.3,0.0
2022-07-29,5,5,test,47.4,0.0
2022-07-29,5,10,test,42.8,0.0
2022-07-29,10,1,test,35.8,0.0
2022-07-29,10,5,test,38.0,0.0
2022-07-29,10,10,test,42.9,0.0
2022-08-31,1,1,test,62.8,474.8
2022-08-31,1,5,test,60.7,0.0
2022-08-31,1,10,test,50.7,0.0
2022-08-31,5,1,test,50.6,0.9
2022-08-31,5,5,test,41.1,0.0
2022-08-31,5,10,test,36.2,0.0
2022-08-31,10,1,test,34.1,0.0
2022-08-31,10,5,test,34.1,0.0
2022-08-31,10,10,test,35.8,0.0
2022-09-30,1,1,test,51.1,749.6
2022-09-30,1,5,test,53.1,0.0
2022-09-30,1,10,test,49.3,0.0
2022-09-30,5,1,test,43.7,31.5
2022-09-30,5,5,test,39.2,0.0
2022-09-30,5,10,test,36.5,0.0
2022-09-30,10,1,test,33.6,0.1
2022-09-30,10,5,test,34.3,0.0
2022-09-30,10,10,test,37.9,0.0
2022-10-31,1,1,test,42.7,732.9
2022-10-31,1,5,test,46.9,0.0
2022-10-31,1,10,test,46.5,0.0
2022-10-31,5,1,test,42.3,33.6
2022-10-31,5,5,test,37.7,0.0
2022-10-31,5,10,test,35.3,0.0
2022-10-31,10,1,test,31.6,0.3
2022-10-31,10,5,test,31.4,0.0
2022-10-31,10,10,test,33.6,0.0
2022-11-30,1,1,test,41.9,691.6
2022-11-30,1,5,test,49.8,0.0
2022-11-30,1,10,test,48.4,1.1
2022-11-30,5,1,test,48.4,18.4
2022-11-30,5,5,test,42.6,0.0
2022-11-30,5,10,test,39.9,0.0
2022-11-30,10,1,test,35.8,0.1
2022-11-30,10,5,test,36.5,0.0
2022-11-30,10,10,test,39.7,0.0
2022-12-30,1,1,test,34.0,613.5
2022-12-30,1,5,test,39.6,0.0
2022-12-30,1,10,test,38.3,0.6
2022-12-30,5,1,test,37.4,93.2
2022-12-30,5,5,test,33.9,0.0
2022-12-30,5,10,test,33.0,0.0
2022-12-30,10,1,test,30.6,0.5
2022-12-30,10,5,test,31.4,0.0
2022-12-30,10,10,test,33.6,0.0
2023-01-31,1,1,test,28.7,583.1
2023-01-31,1,5,test,35.7,0.1
2023-01-31,1,10,test,35.5,4.2
2023-01-31,5,1,test,36.0,63.3
2023-01-31,5,5,test,32.8,0.0
2023-01-31,5,10,test,31.2,0.0
2023-01-31,10,1,test,28.9,0.2
2023-01-31,10,5,test,29.4,0.0
2023-01-31,10,10,test,31.4,0.0
2023-02-28,1,1,test,28.1,484.4
2023-02-28,1,5,test,34.1,0.0
2023-02-28,1,10,test,33.2,2.9
2023-02-28,5,1,test,34.6,114.6
2023-02-28,5,5,test,31.5,0.0
2023-02-28,5,10,test,29.5,0.0
2023-02-28,10,1,test,26.9,1.7
2023-02-28,10,5,test,26.8,0.0
2023-02-28,10,10,test,28.2,0.0
2023-03-31,1,1,test,37.6,520.4
2023-03-31,1,5,test,39.8,0.1
2023-03-31,1,10,test,36.1,6.4
2023-03-31,5,1,test,37.1,78.2
2023-03-31,5,5,test,33.9,0.0
2023-03-31,5,10,test,31.3,0.0
2023-03-31,10,1,test,28.1,1.2
2023-03-31,10,5,test,27.9,0.0
2023-03-31,10,10,test,29.3,0.0
2023-04-28,1,1,test,41.6,459.8
2023-04-28,1,5,test,42.4,0.5
2023-04-28,1,10,test,36.5,9.9
2023-04-28,5,1,test,39.9,86.0
2023-04-28,5,5,test,34.7,0.0
2023-04-28,5,10,test,31.1,0.1
2023-04-28,10,1,test,29.3,0.3
2023-04-28,10,5,test,28.3,0.0
2023-04-28,10,10,test,28.7,0.0
2023-05-31,1,1,test,37.5,437.9
2023-05-31,1,5,test,40.4,1.1
2023-05-31,1,10,test,36.4,12.9
2023-05-31,5,1,test,39.0,77.1
2023-05-31,5,5,test,34.7,0.0
2023-05-31,5,10,test,31.7,0.1
2023-05-31,10,1,test,28.9,0.8
2023-05-31,10,5,test,28.3,0.0
2023-05-31,10,10,test,28.7,0.0
2023-06-30,1,1,test,31.6,364.8
2023-06-30,1,5,test,36.3,0.5
2023-06-30,1,10,test,34.2,22.1
2023-06-30,5,1,test,39.4,91.2
2023-06-30,5,5,test,35.2,0.0
2023-06-30,5,10,test,32.5,0.1
2023-06-30,10,1,test,30.3,1.7
2023-06-30,10,5,test,30.0,0.0
2023-06-30,10,10,test,30.2,0.0
2023-07-31,1,1,test,33.7,388.7
2023-07-31,1,5,test,36.4,0.9
2023-07-31,1,10,test,32.5,13.8
2023-07-31,5,1,test,36.0,92.9
2023-07-31,5,5,test,32.0,0.0
2023-07-31,5,10,test,29.2,0.1
2023-07-31,10,1,test,27.1,1.7
2023-07-31,10,5,test,26.1,0.0
2023-07-31,10,10,test,26.4,0.0
2023-08-31,1,1,test,36.0,396.2
2023-08-31,1,5,test,38.9,1.3
2023-08-31,1,10,test,35.4,14.4
2023-08-31,5,1,test,38.1,91.1
2023-08-31,5,5,test,33.3,0.0
2023-08-31,5,10,test,30.4,0.1
2023-08-31,10,1,test,27.9,1.6
2023-08-31,10,5,test,26.9,0.0
2023-08-31,10,10,test,27.1,0.0
2023-09-29,1,1,test,28.8,359.4
2023-09-29,1,5,test,32.2,0.5
2023-09-29,1,10,test,30.9,4.4
2023-09-29,5,1,test,31.7,123.8
2023-09-29,5,5,test,28.9,0.0
2023-09-29,5,10,test,27.7,0.0
2023-09-29,10,1,test,24.7,3.8
2023-09-29,10,5,test,24.0,0.0
2023-09-29,10,10,test,24.5,0.0
2023-10-31,1,1,test,32.5,393.3
2023-10-31,1,5,test,34.7,0.8
2023-10-31,1,10,test,32.4,3.1
2023-10-31,5,1,test,32.5,117.2
2023-10-31,5,5,test,29.0,0.0
2023-10-31,5,10,test,27.0,0.0
2023-10-31,10,1,test,24.7,2.4
2023-10-31,10,5,test,24.1,0.0
2023-10-31,10,10,test,24.1,0.0
2023-11-30,1,1,test,39.7,439.1
2023-11-30,1,5,test,38.1,3.4
2023-11-30,1,10,test,33.9,12.0
2023-11-30,5,1,test,36.2,74.7
2023-11-30,5,5,test,32.2,0.0
2023-11-30,5,10,test,29.7,0.0
2023-11-30,10,1,test,28.0,0.8
2023-11-30,10,5,test,27.1,0.0
2023-11-30,10,10,test,27.0,0.0
2023-12-29,1,1,test,51.9,524.7
2023-12-29,1,5,test,46.6,4.2
2023-12-29,1,10,test,40.9,14.6
2023-12-29,5,1,test,40.5,24.1
2023-12-29,5,5,test,35.6,0.0
2023-12-29,5,10,test,33.5,0.0
2023-12-29,10,1,test,31.5,0.0
2023-12-29,10,5,test,30.7,0.0
2023-12-29,10,10,test,30.7,0.0
2024-01-31,1,1,test,47.6,527.6
2024-01-31,1,5,test,42.7,2.9
2024-01-31,1,10,test,37.1,12.3
2024-01-31,5,1,test,38.4,29.0
2024-01-31,5,5,test,34.1,0.0
2024-01-31,5,10,test,31.7,0.1
2024-01-31,10,1,test,29.7,0.1
2024-01-31,10,5,test,28.9,0.0
2024-01-31,10,10,test,29.2,0.0
2024-02-29,1,1,test,37.1,471.1
2024-02-29,1,5,test,37.1,2.1
2024-02-29,1,10,test,34.4,15.1
2024-02-29,5,1,test,37.1,57.7
2024-02-29,5,5,test,33.8,0.0
2024-02-29,5,10,test,32.0,0.0
2024-02-29,10,1,test,30.4,0.4
2024-02-29,10,5,test,29.6,0.0
2024-02-29,10,10,test,30.3,0.0
